Referencia;Descripción;Entradas;Salidas;Precio;Importe;Precio medio;Escalón de precio;Codigo Factura;Codigo Pedido;Fecha Pedido;Hora Pedido;Fecha Factura;Serie Factura;Codigo Presupuesto;Empresa Emisora;Pedido Web;Referencia Proveedor;Referencia Fabricante;Codigo Tarifa;Nombre Tarifa;Su Num Pedido
LOG S120-OEM;Logitech Speaker System negro Oem/S-120;0;1;12,44;12,07;10,44;3;04-M/22-00560;01/04-M/22-00373;23-05-2022;9:46:01;11-08-2022;18;;4;No;980-000010;;8;NPVM;
LOG S120-OEM;Logitech Speaker System negro Oem/S-120;1;0;12,44;-12,07;10,44;3;04-M/22-00560;01/04-M/22-00373;23-05-2022;9:46:01;11-08-2022;18;;4;No;980-000010;;8;NPVM;
MA;Montaje de armario;0;1;0,00;0,00;0,00;1;04-M/19-00452;01/04-M/19-00495;2-05-2019;11:47:40;3-05-2019;18;;4;No;;;8;NPVM;PED2019A727C
MA;Montaje de armario;0;1;0,00;0,00;0,00;1;04-M/19-00633;01/04-M/19-00713;28-06-2019;9:30:38;1-07-2019;18;;4;No;;;8;NPVM;
MA;Montaje de armario;0;1;0,00;0,00;0,00;1;04-M/19-01192;01/04-M/19-01345;19-11-2019;10:40:08;20-11-2019;18;;4;No;;;8;NPVM;PED2019A22891
MA;Montaje de armario;0;1;0,00;0,00;0,00;1;04-M/20-00143;01/04-M/20-00132;30-01-2020;10:07:03;3-02-2020;18;;4;No;;;8;NPVM;PED2020A170C
MS 0101;Ratón óptico 1000 Dpi - PS2 negro;0;8;1,45;11,60;1,05;3;04-M/22-00130;01/04-M/22-00148;1-03-2022;9:44:14;2-03-2022;18;;4;No;;;8;NPVM;PED2022A241C
PA 1901;Panel frontal guia cables 19" 1U con cepillo negro;0;25;2,29;57,25;1,83;3;04-M/19-01109;01/04-M/19-01254;29-10-2019;16:58:34;29-10-2019;18;;4;No;CCP1350;;8;NPVM;
PA 1901;Panel frontal guia cables 19" 1U con cepillo negro;0;20;2,77;55,40;1,83;3;04-M/20-00444;01/04-M/20-00457;13-05-2020;12:47:54;13-05-2020;18;;4;No;CCP1350;;8;NPVM;PED2020A545C
PA 1901;Panel frontal guia cables 19" 1U con cepillo negro;0;20;2,77;55,40;1,83;3;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;4;No;CCP1350;;8;NPVM;PED2020A1021C
PA 1901;Panel frontal guia cables 19" 1U con cepillo negro;0;30;2,77;83,10;1,86;3;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;4;No;CCP1350;;8;NPVM;PED2020A1489C
PA 1901;Panel frontal guia cables 19" 1U con cepillo negro;0;50;2,77;138,50;1,86;3;04-M/20-01055;01/04-M/20-01166;18-11-2020;8:58:56;18-11-2020;18;;4;No;CCP1350;;8;NPVM;PED2020A1685C
PA 1901;Panel frontal guia cables 19" 1U con cepillo negro;0;20;3,51;70,20;2,32;3;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;4;No;CCP1350;;8;NPVM;PED2021A697C
PA 3425;Panel frontal 19" para 24 conectores 1U con org. de cables desmontable negro;0;4;8,11;32,44;3,61;3;04-M/22-00335;01/04-M/22-00381;24-05-2022;14:35:40;24-05-2022;18;;4;No;;;8;NPVM;PED2022A739C
PA 3425;Panel frontal 19" para 24 conectores 1U con org. de cables desmontable negro;0;10;8,11;81,10;3,61;3;04-M/22-00491;01/04-M/22-00546;13-07-2022;10:35:52;18-07-2022;18;;4;No;;;8;NPVM;
PA 5095;Panel frontal 19" guia cables metalico negro;0;10;4,67;46,70;3,65;3;04-M/20-00227;01/04-M/20-00234;19-02-2020;12:45:54;19-02-2020;18;;4;No;3060001-1;;8;NPVM;PED2020A233C
PA 5095;Panel frontal 19" guia cables metalico negro con tapa.;0;8;4,03;32,24;3,14;3;04-M/21-00605;01/04-M/21-00680;18-06-2021;10:10:18;18-06-2021;18;;4;No;3060001-1;;8;NPVM;PED2021A13374
PA 5095;Panel frontal 19" guia cables metalico negro con tapa.;0;20;4,42;88,40;3,45;3;04-M/21-00725;01/04-M/21-00805;3-09-2021;9:07:21;3-09-2021;18;;4;No;3060001-1;;8;NPVM;PED2021A943C
PA 5095;Panel frontal 19" guia cables metalico negro con tapa.;0;10;5,38;53,80;4,20;3;04-M/22-00130;01/04-M/22-00148;1-03-2022;9:44:14;2-03-2022;18;;4;No;3060001-1;;8;NPVM;PED2022A241C
PA 5095;Panel frontal 19" guia cables 1U metalico negro con tapa.;0;10;5,38;53,80;4,20;3;04-M/22-00282;01/04-M/22-00321;4-05-2022;16:45:06;5-05-2022;18;;4;No;3060001-1;;8;NPVM;PED2022A498C
PA 5355;Bandeja 2U fija 350 mm. negra;0;10;9,30;93,00;6,01;3;04-M/19-00989;01/04-M/19-01110;30-09-2019;10:14:21;30-09-2019;18;;4;No;3030003-1;;8;NPVM;PED2019A902C
PA 5355;Bandeja 2U fija 380 mm. negra;0;2;13,55;27,10;9,85;3;04-M/20-00075;01/04-M/20-00063;20-01-2020;17:05:39;21-01-2020;18;;4;No;3030003-1;;8;NPVM;PED2020A9C
PA 5355;Bandeja 2U fija 380 mm. negra;0;10;13,55;135,50;9,85;3;04-M/20-00538;01/04-M/20-00569;15-06-2020;10:00:45;15-06-2020;18;;4;No;3030003-1;;8;NPVM;PED2020A724C
PA 5355;Bandeja 2U fija 380 mm. negra;0;10;13,55;135,50;9,85;3;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;4;No;3030003-1;;8;NPVM;PED2020A1021C
PA 5355;Bandeja 2U fija 380 mm. negra;0;10;13,55;135,50;9,85;3;04-M/20-00819;01/04-M/20-00881;16-09-2020;10:54:39;16-09-2020;18;;4;No;3030003-1;;8;NPVM;PED2020A1352C
PA 5355;Bandeja 2U fija 380 mm. negra;0;10;12,70;127,00;9,85;3;04-M/20-01144;01/04-M/20-01254;10-12-2020;9:37:50;10-12-2020;18;;4;No;3030003-1;;8;NPVM;PED2020A1748C
PA 5355;Bandeja 2U fija 380 mm. negra;0;1;12,70;12,70;9,85;3;04-M/20-01163;01/04-M/20-01285;15-12-2020;17:22:05;15-12-2020;18;;4;No;3030003-1;;8;NPVM;PED2020A1825C
PA 5355;Bandeja 2U fija 380 mm. negra;1;0;12,70;-12,07;9,85;3;04-M/21-00007;01/04-M/21-00001;4-01-2021;10:56:21;8-01-2021;18;;4;No;3030003-1;;8;NPVM;
PA 5355;Bandeja 2U fija 380 mm. negra;0;10;13,35;133,50;10,36;3;04-M/21-00457;01/04-M/21-00512;28-04-2021;9:45:56;28-04-2021;18;;4;No;3030003-1;;8;NPVM;PED2021A638C
PA 5355;Bandeja frontal 19" fija 2U 380 mm en negro;0;4;16,19;64,76;12,56;3;04-M/22-00130;01/04-M/22-00148;1-03-2022;9:44:14;2-03-2022;18;;4;No;3030003-1;;8;NPVM;PED2022A241C
PA 5355;Bandeja frontal 19" fija 2U 380 mm en negro;0;4;16,19;64,76;12,56;3;04-M/22-00167;01/04-M/22-00200;21-03-2022;18:31:02;22-03-2022;18;;4;No;3030003-1;;8;NPVM;PED2022A435C
PA 5355;Bandeja frontal 19" fija 2U 380 mm en negro;0;2;16,19;32,38;12,56;3;04-M/22-00335;01/04-M/22-00381;24-05-2022;14:35:40;24-05-2022;18;;4;No;3030003-1;;8;NPVM;PED2022A739C
PA 5355;Bandeja frontal 19" fija 2U 380 mm en negro;0;9;16,19;145,71;12,56;3;04-M/22-00427;01/04-M/22-00489;22-06-2022;9:50:33;22-06-2022;18;;4;No;3030003-1;;8;NPVM;
PC 9100;Kit de tornillos - tuercas - arandelas para rack (10u.);0;5;0,64;3,20;0,45;3;04-M/22-00069;01/04-M/22-00082;8-02-2022;9:47:48;8-02-2022;18;;4;No;ZZ-SCREW02;;8;NPVM;PED2022A2907
PC 9100;Kit de tornillos - tuercas - arandelas para rack (50u.);0;7;3,99;27,93;2,28;3;04-M/22-00091;01/04-M/22-00115;15-02-2022;17:08:58;15-02-2022;18;;4;No;ZZ-SCREW02;;8;NPVM;
PC 9100;Kit de tornillos para rack tornillo+tuerca+arandela (50u.);0;11;5,37;59,07;3,90;3;04-M/22-00493;01/04-M/22-00561;18-07-2022;16:08:58;18-07-2022;18;;4;No;ZZ-SCREW02;;8;NPVM;
PC 9100;Kit de tornillos para rack tornillo+tuerca+arandela (50u.);0;10;5,37;53,70;3,90;3;04-M/22-00670;01/04-M/22-00762;6-10-2022;10:28:50;6-10-2022;18;;4;No;ZZ-SCREW02;;8;NPVM;PED2022A1336C
PC 9100;Kit de tornillos para rack tornillo+tuerca+arandela (50u.);0;13;5,37;69,81;3,90;3;04-M/22-00872;01/04-M/22-00986;16-12-2022;13:36:08;16-12-2022;18;;4;No;ZZ-SCREW02;;8;NPVM;PED2022A1793C
PEN 0102;Pendrive 16GB  Darth Vader;0;1;2,15;2,15;1,80;3;04-M/23-00073;01/04-M/23-00092;27-01-2023;10:33:55;27-01-2023;18;;4;No;E-9602C;;8;NPVM;PED2023A118C
PEN 0110;Pendrive 16GB Batman;0;1;2,09;2,09;1,80;3;04-M/23-00031;01/04-M/23-00035;13-01-2023;13:35:20;13-01-2023;18;;4;No;;;8;NPVM;PED2023A2C
PH 0350;Fuente de alimentación Phasak TFX 350W;0;20;13,64;272,80;9,55;1;04-M/14-00040;01/04-M/14-00043;18-02-2014;18:03:39;19-02-2014;18;;4;No;;;8;NPVM;
PH 0350;Fuente de alimentación Phasak TFX 350W;0;20;13,18;263,60;9,28;1;04-M/15-00197;01/04-M/15-00268;23-09-2015;10:49:58;23-09-2015;18;;4;No;;;8;NPVM;
PH 0460;Fuente de alimentación Phasak ATX 460W;0;200;7,90;1580,00;6,09;3;02-M/13-00367;01/02-M/13-00487;20-09-2013;18:01:24;26-09-2013;18;;2;No;;;8;NPVM;
PH 7210;S.A.I. Phasak OTIIMA 1060VA Interactive;0;6;46,50;279,00;29,29;1;04-M/18-00110;01/04-M/18-00133;22-02-2018;11:13:57;22-02-2018;18;;4;No;1PE-C001940-00GE;;8;NPVM;PED2018A324C
PH 7210;S.A.I. Phasak OTIIMA 1060VA Interactive;0;4;44,28;177,12;27,89;1;04-M/18-00799;01/04-M/18-00908;9-11-2018;16:48:56;12-11-2018;18;;4;No;1PE-C001940-00GE;;8;NPVM;PED2018A1749C
PH 7210;S.A.I. Phasak OTIIMA 1060VA Interactive;0;4;44,28;177,12;27,89;1;04-M/18-00948;01/04-M/18-01063;18-12-2018;10:49:50;19-12-2018;18;;4;No;1PE-C001940-00GE;;8;NPVM;PED2018A1749C
PH 7210;S.A.I. Phasak OTIIMA 1060VA Interactive;0;5;48,94;244,70;27,89;3;04-M/19-00380;01/04-M/19-00413;5-04-2019;10:32:39;5-04-2019;18;;4;No;1PE-C001940-00GE;;8;NPVM;PED2019A537C
PH 7210;S.A.I. Phasak OTIIMA 1060VA Interactive;0;6;48,94;293,64;27,89;3;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;4;No;1PE-C001940-00GE;;8;NPVM;PED2019A727C
PH 7210;S.A.I. Phasak OTIIMA 1060VA Interactive;0;4;39,85;159,40;27,89;3;04-M/19-01295;01/04-M/19-01472;17-12-2019;9:20:38;17-12-2019;18;;4;No;1PE-C001940-00GE;;8;NPVM;PED2019A1700C
PH 7210;S.A.I. Phasak OTIIMA 1060VA Interactive;0;1;0,00;0,00;27,89;3;04-M/20-00819;01/04-M/20-00881;16-09-2020;10:54:39;16-09-2020;18;;4;No;1PE-C001940-00GE;;8;NPVM;PED2020A1352C
PH 7210;S.A.I. Phasak OTIIMA 1060VA Interactive;0;2;39,85;79,70;28,05;3;04-M/20-01095;01/04-M/20-00984;13-10-2020;11:19:37;26-11-2020;18;;4;No;1PE-C001940-00GE;;8;NPVM;PED2020A1412C
PH 7210;S.A.I. Phasak OTIIMA 1060VA Interactive;0;2;44,63;89,26;28,05;3;04-M/21-00081;01/04-M/21-00077;21-01-2021;16:53:36;21-01-2021;18;;4;No;1PE-C001940-00GE;;8;NPVM;PED2020A1853C
PH 7210;S.A.I. Phasak OTIIMA 1060VA Interactive;0;2;44,63;89,26;31,12;3;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;4;No;1PE-C001940-00GE;;8;NPVM;PED2021A697C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;10;23,84;238,40;15,97;1;04-M/18-00105;01/04-M/18-00117;20-02-2018;9:29:11;20-02-2018;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2018A231C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;30;23,84;715,20;15,09;1;04-M/18-00396;01/04-M/18-00334;9-05-2018;10:24:42;18-06-2018;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;5;25,58;127,90;15,70;3;04-M/19-00346;01/04-M/19-00379;26-03-2019;10:01:10;26-03-2019;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2019A388C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;10;25,58;255,80;15,70;3;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2019A727C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;10;22,45;224,50;15,70;3;04-M/19-00901;01/04-M/19-01004;10-09-2019;12:24:20;10-09-2019;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2019A1309C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;10;20,00;200,00;16,21;3;04-M/20-00008;01/04-M/19-01416;3-12-2019;14:24:12;2-01-2020;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2019A1750C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;20;20,00;400,00;15,96;3;04-M/20-00256;01/04-M/20-00258;25-02-2020;13:25:19;26-02-2020;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2020A306C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;8;20,00;160,00;15,96;3;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2020A1021C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;1;20,00;20,00;15,96;3;04-M/20-00849;01/04-M/20-00922;28-09-2020;11:04:04;28-09-2020;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2020A1408C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;10;20,00;200,00;15,96;3;04-M/20-00850;01/04-M/20-00923;28-09-2020;11:06:25;28-09-2020;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2020A1407C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;1;0;20,00;-19,00;15,30;3;04-M/21-00105;01/04-M/21-00112;28-01-2021;10:51:42;28-01-2021;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;2;22,40;44,80;16,22;3;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2021A697C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;10;22,40;224,00;16,22;3;04-M/21-00503;01/04-M/21-00558;12-05-2021;11:48:11;12-05-2021;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2021A708C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;10;22,40;224,00;16,22;3;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2021A664C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;10;24,39;243,90;19,38;3;04-M/21-00917;01/04-M/21-01027;30-11-2021;9:17:32;30-11-2021;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2021A1495C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;4;27,40;109,60;19,50;3;04-M/22-00034;01/04-M/22-00038;25-01-2022;9:45:36;25-01-2022;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2021A1870C
PH 7266;S.A.I. Phasak OTIIMA 660VA Interactive;0;4;26,84;107,36;19,50;3;04-M/22-00167;01/04-M/22-00200;21-03-2022;18:31:02;22-03-2022;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2022A435C
PH 7266;S.A.I. Phasak OTTIMA  660VA Interactive;0;10;26,01;260,10;20,05;3;04-M/22-00282;01/04-M/22-00321;4-05-2022;16:45:06;5-05-2022;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2022A498C
PH 7266;S.A.I. Phasak OTTIMA  660VA Interactive;0;4;29,46;117,84;20,99;3;04-M/22-00491;01/04-M/22-00546;13-07-2022;10:35:52;18-07-2022;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;
PH 7266;S.A.I. Phasak OTTIMA  660VA Interactive;0;10;29,46;294,60;20,99;3;04-M/22-00561;01/04-M/22-00636;11-08-2022;16:04:24;11-08-2022;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2022A1109C
PH 7266;S.A.I. Phasak OTTIMA  660VA Interactive;0;10;29,46;294,60;20,81;3;04-M/22-00872;01/04-M/22-00986;16-12-2022;13:36:08;16-12-2022;18;;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2022A1793C
PH 7288;S.A.I. Phasak OTIIMA 860VA Interactive;0;10;29,12;291,20;23,59;1;04-M/18-00105;01/04-M/18-00117;20-02-2018;9:29:11;20-02-2018;18;;4;No;1PE-C001939-00GE;;8;NPVM;PED2018A231C
PH 7288;S.A.I. Phasak OTIIMA 860VA Interactive;0;20;29,12;582,40;23,59;1;04-M/18-00262;01/04-M/18-00310;30-04-2018;17:11:36;30-04-2018;18;;4;No;1PE-C001939-00GE;;8;NPVM;
PH 7288;S.A.I. Phasak OTIIMA 860VA Interactive;0;10;29,73;297,30;22,62;3;04-M/19-00380;01/04-M/19-00413;5-04-2019;10:32:39;5-04-2019;18;;4;No;1PE-C001939-00GE;;8;NPVM;PED2019A537C
PH 7288;S.A.I. Phasak OTIIMA 860VA Interactive;0;10;26,25;262,50;22,62;3;04-M/19-00901;01/04-M/19-01004;10-09-2019;12:24:20;10-09-2019;18;;4;No;1PE-C001939-00GE;;8;NPVM;PED2019A1309C
PH 7288;S.A.I. Phasak OTIIMA 860VA Interactive;0;10;28,30;283,00;23,46;3;04-M/20-00227;01/04-M/20-00234;19-02-2020;12:45:54;19-02-2020;18;;4;No;1PE-C001939-00GE;;8;NPVM;PED2020A233C
PH 7288;S.A.I. Phasak OTIIMA 860VA Interactive;0;10;28,30;283,00;23,46;3;04-M/20-00538;01/04-M/20-00569;15-06-2020;10:00:45;15-06-2020;18;;4;No;1PE-C001939-00GE;;8;NPVM;PED2020A724C
PH 7288;S.A.I. Phasak OTIIMA 860VA Interactive;0;10;28,30;283,00;23,44;3;04-M/20-00732;01/04-M/20-00789;13-08-2020;11:53:16;17-08-2020;18;;4;No;1PE-C001939-00GE;;8;NPVM;PED2020A1128C
PH 7288;S.A.I. Phasak OTIIMA 860VA Interactive;0;10;28,30;283,00;22,59;3;04-M/20-01095;01/04-M/20-00984;13-10-2020;11:19:37;26-11-2020;18;;4;No;1PE-C001939-00GE;;8;NPVM;PED2020A1412C
PH 7288;S.A.I. Phasak OTIIMA 860VA Interactive;0;4;31,70;126,80;24,71;3;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;4;No;1PE-C001939-00GE;;8;NPVM;PED2021A697C
PH 7288;S.A.I. Phasak OTIIMA 860VA Interactive;0;10;31,70;317,00;24,71;3;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;4;No;1PE-C001939-00GE;;8;NPVM;PED2021A664C
PH 7312;S.A.I. Phasak SIRIUS 1260VA Interactive;0;2;51,20;102,40;35,82;3;04-M/19-00857;01/04-M/19-00947;28-08-2019;20:18:31;30-08-2019;18;;4;No;1PE-C001026-00G;;8;NPVM;
PH 7312;S.A.I. Phasak SIRIUS 1260VA Interactive;0;2;51,20;102,40;35,82;3;04-M/19-00989;01/04-M/19-01110;30-09-2019;10:14:21;30-09-2019;18;;4;No;1PE-C001026-00G;;8;NPVM;PED2019A902C
PH 7312;S.A.I. Phasak SIRIUS 1260VA Interactive;2;0;51,20;-99,33;35,82;3;04-M/19-00990;01/04-M/19-01043;20-09-2019;11:27:26;30-09-2019;18;;4;No;1PE-C001026-00G;;8;NPVM;
PH 7312;S.A.I. Phasak SIRIUS 1260VA Interactive;0;2;51,20;102,40;36,11;3;04-M/20-00227;01/04-M/20-00234;19-02-2020;12:45:54;19-02-2020;18;;4;No;1PE-C001026-00G;;8;NPVM;PED2020A233C
PH 7312;S.A.I. Phasak SIRIUS 1260VA Interactive;0;2;51,60;103,20;36,11;3;04-M/20-00940;01/04-M/20-01026;20-10-2020;13:02:03;20-10-2020;18;;4;No;1PE-C001026-00G;;8;NPVM;PED2020A1489C
PH 7312;S.A.I. Phasak SIRIUS 1260VA Interactive;0;2;57,79;115,58;38,64;3;04-M/21-00422;01/04-M/21-00475;19-04-2021;13:26:24;19-04-2021;18;;4;No;1PE-C001026-00G;;8;NPVM;PED2021A518C
PH 7312;S.A.I. Phasak SIRIUS 1260VA Interactive;0;2;57,79;115,58;38,64;3;04-M/21-00457;01/04-M/21-00512;28-04-2021;9:45:56;28-04-2021;18;;4;No;1PE-C001026-00G;;8;NPVM;PED2021A638C
PH 7312;S.A.I. Phasak SIRIUS 1260VA Interactive;0;2;52,82;105,64;40,66;3;04-M/21-00779;01/04-M/21-00863;28-09-2021;8:28:48;28-09-2021;18;;4;No;1PE-C001026-00G;;8;NPVM;PED2021A1359C
PH 7312;S.A.I. Phasak SIRIUS 1260VA Interactive;0;4;63,64;254,56;46,82;3;04-M/22-00491;01/04-M/22-00546;13-07-2022;10:35:52;18-07-2022;18;;4;No;1PE-C001026-00G;;8;NPVM;
PH 7312;S.A.I. Phasak SIRIUS 1260VA Interactive;0;2;63,64;127,28;45,00;3;04-M/23-00073;01/04-M/23-00092;27-01-2023;10:33:55;27-01-2023;18;;4;No;1PE-C001026-00G;;8;NPVM;PED2023A118C
PH 7315;S.A.I. Phasak SIRIUS 1560VA Interactive;0;2;60,30;120,60;51,94;3;04-M/19-00857;01/04-M/19-00947;28-08-2019;20:18:31;30-08-2019;18;;4;No;1PE-C001027-00G;;8;NPVM;
PH 7315;S.A.I. Phasak SIRIUS 1560VA Interactive;0;1;72,95;72,95;51,94;3;04-M/19-01076;01/04-M/19-01215;22-10-2019;9:50:09;22-10-2019;18;;4;No;1PE-C001027-00G;;8;NPVM;PED2019A1544C
PH 7315;S.A.I. Phasak SIRIUS 1560VA Interactive;0;2;69,83;139,66;55,32;3;04-M/21-00779;01/04-M/21-00863;28-09-2021;8:28:48;28-09-2021;18;;4;No;1PE-C001027-00G;;8;NPVM;PED2021A1359C
PH 7315;S.A.I. Phasak SIRIUS 1560VA Interactive;0;2;69,83;139,66;55,32;3;04-M/21-00821;01/04-M/21-00915;20-10-2021;9:10:02;20-10-2021;18;;4;No;1PE-C001027-00G;;8;NPVM;PED2021A1392C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;118,63;237,26;60,41;1;04-M/18-00474;01/04-M/18-00544;12-07-2018;16:42:16;12-07-2018;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2018A1086C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;3;111,88;335,64;60,41;1;04-M/18-00700;01/04-M/18-00796;16-10-2018;10:35:00;16-10-2018;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2018A1625C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;1;87,85;87,85;61,47;3;04-M/19-00857;01/04-M/19-00947;28-08-2019;20:18:31;30-08-2019;18;;4;No;1PE-C001028-00G;;8;NPVM;
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;87,85;175,70;61,47;3;04-M/19-00901;01/04-M/19-01004;10-09-2019;12:24:20;10-09-2019;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2019A1309C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;82,82;165,64;62,91;3;04-M/19-01076;01/04-M/19-01215;22-10-2019;9:50:09;22-10-2019;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2019A1544C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;81,70;163,40;62,91;3;04-M/19-01245;01/04-M/19-01070;24-09-2019;14:20:35;3-12-2019;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2019A1561C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;81,70;163,40;62,91;3;04-M/20-00328;01/04-M/20-00326;12-03-2020;9:58:55;12-03-2020;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2020A404C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;81,70;163,40;62,91;3;04-M/20-00784;01/04-M/20-00826;2-09-2020;9:43:32;7-09-2020;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2020A1208C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;81,70;163,40;62,91;3;04-M/20-00850;01/04-M/20-00923;28-09-2020;11:06:25;28-09-2020;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2020A1407C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;83,77;167,54;66,37;3;04-M/21-00779;01/04-M/21-00863;28-09-2021;8:28:48;28-09-2021;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2021A1359C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;103,10;206,20;70,72;3;04-M/22-00167;01/04-M/22-00200;21-03-2022;18:31:02;22-03-2022;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2022A435C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;108,77;217,54;73,86;3;04-M/22-00427;01/04-M/22-00489;22-06-2022;9:50:33;22-06-2022;18;;4;No;1PE-C001028-00G;;8;NPVM;
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;108,27;216,54;77,20;3;04-M/22-00561;01/04-M/22-00636;11-08-2022;16:04:24;11-08-2022;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2022A1109C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;1;108,27;108,27;75,09;3;04-M/22-00872;01/04-M/22-00986;16-12-2022;13:36:08;16-12-2022;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2022A1793C
PH 7322;S.A.I. Phasak SIRIUS 2260VA Interactive;0;2;108,27;216,54;75,09;3;04-M/22-00872;01/04-M/22-00986;16-12-2022;13:36:08;16-12-2022;18;;4;No;1PE-C001028-00G;;8;NPVM;PED2022A1793C
PH 7512;S.A.I. Phasak PROTEKT-Rack 1260 V.A. Interactive Pure Sinewave;0;2;142,10;284,20;96,62;1;04-M/18-00130;01/04-M/18-00138;23-02-2018;11:17:26;28-02-2018;18;;4;No;1PE-C001017-00G;;8;NPVM;
PH 7512;S.A.I. Phasak PROTEKT-Rack 1260 V.A. Interactive Pure Sinewave;0;1;142,10;142,10;96,62;1;04-M/18-00243;01/04-M/18-00285;18-04-2018;13:28:42;18-04-2018;18;;4;No;1PE-C001017-00G;;8;NPVM;
