Referencia;Descripción;Fecha;Salidas;Precio;Pedido de venta -> Serie, ejercicio y nº pedido;Pedido de venta -> Nº pedido;Factura de venta -> Serie de factura emitida;Cliente;Cliente -> Nombre fiscal
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;30-Jun-2022;2;56.3300;01/08-IE/22-00131;131;44;24256;MEDIO INFORMÁTICO, LDA
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;4-Jul-2022;1;90.7500;01/04-N/22-00128;128;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;5-Jul-2022;1;94.5000;01/04-M/22-00521;521;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;14-Jul-2022;1;99.9900;01/04-M/22-00553;553;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;21-Jul-2022;1;123.0200;01/08-N/22-02954;2954;1;67672;INSTAL.LACIONS J. F. ARBONA S.L.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;22-Ago-2022;1;107.5200;01/08-N/22-03366;3366;1;10066;ENGINYERIA INFORMATICA OLOT S.L.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;31-Ago-2022;1;0.0000;01/08-N/22-03472;3472;1;67672;INSTAL.LACIONS J. F. ARBONA S.L.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;29-Sep-2022;1;123.0200;01/08-N/22-03916;3916;1;67672;INSTAL.LACIONS J. F. ARBONA S.L.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;17-Oct-2022;1;96.0300;01/04-M/22-00785;785;18;57160;DIELTRON ELECTRONICA S.L.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;20-Oct-2022;2;107.5200;01/08-N/22-04100;4100;1;37750;ECLIPSE COMUNICACIÓN DIXITAL, S.L.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;28-Oct-2022;1;99.0000;01/08-N/22-04402;4402;1;11232;GERSA INFORMATICA S.L.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;4-Nov-2022;1;138.0000;01/08-N/22-04338;4338;1;68561;QUESOS REVILLA S.L.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;8-Nov-2022;1;99.9900;01/04-M/22-00859;859;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;9-Nov-2022;1;103.2600;01/08-N/22-04560;4560;1;65076;UTOPIUX INGENIERIA INFORMATICA S.L.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;11-Nov-2022;1;99.9900;01/04-M/22-00879;879;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;11-Nov-2022;1;107.5200;01/08-N/22-04525;4525;1;11257;REGISTRE GRAFIC S.L.
PH 9100;Modulo SNMP para S.A.I. Phasak con Intelligent Slot;28-Nov-2022;1;107.5200;01/08-N/22-04832;4832;1;10066;ENGINYERIA INFORMATICA OLOT S.L.
PH 9101;Modbus card Tarjeta de comunicación  Protocolo RTU RS-485;4-May-2020;1;81.9500;01/04-M/20-00361;361;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9101;Modbus card Tarjeta de comunicación  Protocolo RTU RS-485;7-Oct-2021;1;95.9500;01/04-M/21-00895;895;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;5-Feb-2018;1;49.9000;01/03-N/18-00661;661;1;49579;SINFOMAC S.L.
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;6-Abr-2018;1;41.9200;01/04-M/18-00243;243;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;8-May-2018;1;49.9000;01/03-N/18-02335;2335;1;25238;INT VITORIA S.L.
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;19-Sep-2018;1;49.9000;01/03-N/18-03899;3899;1;60994;0
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;9-Oct-2018;2;32.1700;01/04-M/18-00756;756;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;11-Dic-2018;1;49.9000;01/03-N/18-05952;5952;1;49579;SINFOMAC S.L.
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;7-Feb-2019;1;49.9000;01/03-N/19-00481;481;1;39966;PABLEX INFORMATICA S.L. 
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;25-Jun-2019;1;49.4800;01/03-N/19-02720;2720;1;37750;ECLIPSE COMUNICACIÓN DIXITAL, S.L.
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;8-Jul-2019;1;41.5600;01/03-I/19-02348;2348;;60502;INEC MOVIMIENTOS DE ALMACEN
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;10-Jul-2019;1;41.5600;01/04-M/19-00746;746;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;4-Nov-2019;2;43.0900;01/03-I/19-02550;2550;;60502;INEC MOVIMIENTOS DE ALMACEN
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;6-Nov-2019;2;41.9200;01/04-M/19-01274;1274;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;5-Dic-2019;0;41.5600;01/04-M/19-01380;1380;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;27-Dic-2019;1;27.7000;01/03-IE/19-00037;37;44;24256;MEDIO INFORMÁTICO, LDA
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;5-Jun-2020;1;59.5500;01/08-N/20-01791;1791;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;10-Nov-2020;1;38.7500;01/04-M/20-01117;1117;18;28786;COMPONENTES INFORMATICOS ASTURIAS S.L.
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;18-Mar-2021;1;66.7000;01/08-N/21-00007;7;1;37750;ECLIPSE COMUNICACIÓN DIXITAL, S.L.
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;6-Abr-2021;2;66.7000;01/08-N/21-01563;1563;1;38660;RAUL BAIDAL PUIGCERVER
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;27-May-2021;1;66.7000;01/08-N/21-02449;2449;1;64380;INSTALACIONES SMART SPAIN S.L.
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;2-Jun-2022;1;44.3500;01/04-M/22-00416;416;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;27-Oct-2022;2;47.9000;01/08-N/22-04384;4384;1;37750;ECLIPSE COMUNICACIÓN DIXITAL, S.L.
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;8-Nov-2022;1;48.4500;01/04-M/22-00859;859;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 9102;Kit de guías desplazables para S.A.I. Phasak Online de Rack;11-Nov-2022;1;52.0900;01/08-N/22-04525;4525;1;11257;REGISTRE GRAFIC S.L.
PH 9103;Modulo Comunicação Relay AS-400 9pin;31-May-2022;1;124.3000;01/04-M/22-00367;367;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9103;Modulo Comunicação Relay AS-400 9pin;26-Oct-2022;1;124.3000;01/04-M/22-00798;798;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9106;Kit Instalación función en paralelo Galleon 6k/10k;3-Dic-2018;2;40.0000;01/03-N/18-05886;5886;1;58291;SPANRED S.L.U.
PH 9200;PDU switch Bypass PHASAK–RACK 19";20-Feb-2018;2;95.9400;01/03-N/18-00942;942;1;34157;EXTENSA TELECOM, S.L.
PH 9200;PDU switch Bypass PHASAK–RACK 19";15-Feb-2019;1;113.0500;01/04-M/19-00208;208;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9200;PDU switch Bypass PHASAK–RACK 19";1-Abr-2019;1;113.0500;01/04-M/19-00393;393;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9200;PDU switch Bypass PHASAK–RACK 19";13-Jun-2019;1;113.0500;01/03-N/19-02562;2562;1;46219;MICROKERNEL TECHNOLOGIES, SL
PH 9200;PDU switch Bypass PHASAK–RACK 19";4-Jun-2021;1;154.7800;01/03-N/21-00026;26;1;38335;JOSE ANGEL PEREZ FURQUET
PH 9205;ATS 16A 19" RACK;26-Abr-2018;1;378.0700;01/04-M/18-00305;305;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9205;ATS 16A 19" RACK;6-Sep-2018;2;462.0800;01/03-N/18-04154;4154;1;12554;AMR ENERGIA S.L.
PH 9205;ATS 16A 19" RACK Automatic Transfer Switch PHASAK Switch de transferencia automática de corriente, diseñado con 2 entradas de corriente independientes. En caso de fallo de alimentación de la entrada principal, el switch transfiere la corriente automáticamente desde la entrada secundaria, manteniendo así la alimentación sin interrupción en los dispositivos. El tiempo de transferencia es prácticamente instantáneo. Cuando la entrada principal vuelva a disponer de corriente, el switch volverá a alimentar los di;19-Mar-2021;1;395.0000;01/08-N/21-00907;907;1;48597;RICARDO VELA CB 
PH 9205;ATS 16A 19" RACK;20-Abr-2021;1;395.0000;01/08-N/21-01826;1826;1;48597;RICARDO VELA CB 
PH 9205;ATS 16A 19" RACK;17-May-2021;0;395.0000;01/08-N/21-02241;2241;1;48597;RICARDO VELA CB 
PH 9205;ATS 16A 19" RACK Automatic Transfer Switch PHASAK Switch de transferencia automática de corriente, diseñado con 2 entradas de corriente independientes. En caso de fallo de alimentación de la entrada principal, el switch transfiere la corriente automáticamente desde la entrada secundaria, manteniendo así la alimentación sin interrupción en los dispositivos. El tiempo de transferencia es prácticamente instantáneo. Cuando la entrada principal vuelva a disponer de corriente, el switch volverá a alimentar los di;17-May-2021;0;395.0000;01/08-N/21-02241;2241;1;48597;RICARDO VELA CB 
PH 9205;ATS 16A 19" RACK automatic transfer switch Phasak;31-May-2021;2;205.6800;01/08-IE/21-00073;73;44;24256;MEDIO INFORMÁTICO, LDA
PH 9205;ATS 16A 19" RACK automatic transfer switch Phasak;27-Oct-2021;1;425.0000;01/08-N/21-04511;4511;1;56057;GRUPO OSABA URK, S.L.
PH 9205;ATS 16A 19" RACK automatic transfer switch Phasak;27-Jul-2022;1;354.2100;01/08-N/22-03151;3151;1;46219;MICROKERNEL TECHNOLOGIES, SL
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;2-Ene-2018;1;227.1900;01/03-N/17-06140;6140;1;30319;GENERAL DE INFORMAT.Y GESTION BURGOS, S.COOP.LTDA.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;3-Ene-2018;0;120.4000;01/03-I/18-00004;4;2;45401;INNOVATIO NEGOTIUM ELECTRONICOS E COMPONENTES, UNIPESSOAL , LDA
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;3-Ene-2018;10;120.4000;01/03-I/18-00005;5;2;45401;INNOVATIO NEGOTIUM ELECTRONICOS E COMPONENTES, UNIPESSOAL , LDA
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;4-Ene-2018;1;227.1900;01/03-N/18-00060;60;1;20534;TIENDAS URBANO, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;9-Ene-2018;1;227.1900;01/03-N/18-00122;122;1;10966;JOBERS Y ASOCIADOS S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;9-Ene-2018;3;120.4000;01/03-I/18-00054;54;2;45401;INNOVATIO NEGOTIUM ELECTRONICOS E COMPONENTES, UNIPESSOAL , LDA
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;10-Ene-2018;0;120.4000;01/03-I/18-00055;55;2;45401;INNOVATIO NEGOTIUM ELECTRONICOS E COMPONENTES, UNIPESSOAL , LDA
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;10-Ene-2018;4;120.4000;01/03-I/18-00056;56;2;45401;INNOVATIO NEGOTIUM ELECTRONICOS E COMPONENTES, UNIPESSOAL , LDA
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;11-Ene-2018;3;185.2500;01/04-M/18-00028;28;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;17-Ene-2018;3;195.0000;01/03-M/18-00003;3;18;23167;X-NET, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;22-Ene-2018;4;227.1900;01/03-N/18-00246;246;1;58276;FREEMEDIA INTERNET, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;23-Ene-2018;2;227.1900;01/03-N/18-00408;408;1;20534;TIENDAS URBANO, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;23-Ene-2018;1;185.2500;01/04-M/18-00059;59;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;29-Ene-2018;3;185.2500;01/04-M/18-00065;65;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;30-Ene-2018;2;185.2500;01/04-M/18-00069;69;18;58229;JAVA COMPONENTES, SL*
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;30-Ene-2018;1;227.1900;01/03-N/18-00572;572;1;28140;ASESORIA INFORMATICA WINTELMAC, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;1-Feb-2018;1;227.1900;01/03-N/18-00618;618;1;10449;RECERCA I SERVEIS TECNOLOGICS, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;5-Feb-2018;2;172.0100;01/04-M/18-00085;85;18;57160;DIELTRON ELECTRONICA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;6-Feb-2018;1;227.1900;01/03-N/18-00702;702;1;26024;INFORMATICA INTEGRAL GALEGA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;8-Feb-2018;1;227.1900;01/03-N/18-00751;751;1;10449;RECERCA I SERVEIS TECNOLOGICS, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;8-Feb-2018;1;185.2500;01/04-M/18-00100;100;18;28786;COMPONENTES INFORMATICOS ASTURIAS S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;9-Feb-2018;15;179.7200;01/04-M/18-00078;78;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;9-Feb-2018;2;173.5000;01/04-M/18-00095;95;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;12-Feb-2018;1;185.2500;01/04-M/18-00105;105;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;15-Feb-2018;1;227.1900;01/03-N/18-00923;923;1;57456;JORGE CONDE ROYO
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;19-Feb-2018;2;227.1900;01/03-N/18-00953;953;1;10966;JOBERS Y ASOCIADOS S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;19-Feb-2018;1;227.1900;01/03-N/18-00738;738;1;58154;M. CARME ROSELL TRULLOLS
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;20-Feb-2018;1;227.1900;01/03-N/17-05726;5726;1;14386;CENTRO CULTURAL I ESPORTIU XALOC, S.A.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;21-Feb-2018;3;185.8500;01/04-M/18-00123;123;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;21-Feb-2018;3;185.2500;01/04-M/18-00125;125;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;22-Feb-2018;5;218.9300;01/03-N/18-01042;1042;1;23073;NEW CROWN S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;22-Feb-2018;6;172.0100;01/04-M/18-00133;133;18;57160;DIELTRON ELECTRONICA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;22-Feb-2018;3;185.2500;01/04-M/18-00128;128;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;22-Feb-2018;3;185.8500;01/04-M/18-00129;129;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;22-Feb-2018;1;185.8500;01/04-M/18-00130;130;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;22-Feb-2018;1;185.8500;01/04-M/18-00136;136;18;57123;KILOVATIO GALICIA
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;26-Feb-2018;2;185.8500;01/04-M/18-00139;139;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;26-Feb-2018;1;227.1900;01/03-N/18-01085;1085;1;49617;TELPLAY S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;28-Feb-2018;1;185.8500;01/04-M/18-00148;148;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;28-Feb-2018;1;218.9300;01/03-N/18-01163;1163;1;59146;AUDIOVISUAL EXPERIENCE S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;5-Mar-2018;1;227.1900;01/03-N/18-01200;1200;1;26024;INFORMATICA INTEGRAL GALEGA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;5-Mar-2018;4;185.8500;01/04-M/18-00159;159;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;5-Mar-2018;3;185.8500;01/04-M/18-00160;160;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;6-Mar-2018;3;185.8500;01/04-M/18-00164;164;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;8-Mar-2018;2;195.0000;01/03-M/18-00018;18;18;23167;X-NET, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;8-Mar-2018;2;195.0000;01/03-M/18-00017;17;18;23167;X-NET, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;8-Mar-2018;1;227.1900;01/03-N/18-01310;1310;1;51102;ELECTROCOLONIAL S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;12-Mar-2018;2;195.0000;01/03-M/18-00020;20;18;23167;X-NET, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;12-Mar-2018;1;185.2500;01/04-M/18-00176;176;18;28786;COMPONENTES INFORMATICOS ASTURIAS S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;13-Mar-2018;2;172.0100;01/04-M/18-00183;183;18;57160;DIELTRON ELECTRONICA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;13-Mar-2018;2;218.9300;01/03-N/18-01366;1366;1;25504;ELECTRONICA PROBAS S.L
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;14-Mar-2018;1;227.1900;01/03-N/18-01408;1408;1;40239;PC CLASS ACADEMIA Y SERV. INFORMATICOS, S.L.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;19-Mar-2018;1;185.2500;01/04-M/18-00203;203;18;57123;KILOVATIO GALICIA
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;21-Mar-2018;2;227.1900;01/03-N/18-01557;1557;1;10346;DETEINCO, S.L.U.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;21-Mar-2018;1;227.1900;01/03-N/18-01541;1541;1;46582;EUROELECTRICAS ALTEA, SL
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;26-Mar-2018;1;172.0100;01/04-M/18-00224;224;18;57160;DIELTRON ELECTRONICA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;27-Mar-2018;1;172.0100;01/04-M/18-00230;230;18;57160;DIELTRON ELECTRONICA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;3-Abr-2018;1;227.1900;01/03-N/18-01727;1727;1;48079;JOSE FRANCISCO PINEDA JIMENEZ
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;3-Abr-2018;2;227.1900;01/03-N/18-01722;1722;1;54158;INSTELVAL INSTALACIONES S.L.U.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;3-Abr-2018;1;227.1900;01/03-N/18-01738;1738;1;27184;CORP. DIGICOM ELECTRONICS SISTEMAS AVANAZADOS SL
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;4-Abr-2018;1;227.1900;01/03-N/18-01756;1756;1;26972;GABINETE DE SERVICIOS INFORMATICOS TUDELA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;5-Abr-2018;1;227.1900;01/03-N/18-01803;1803;1;54394;SISTEMAS DE OFICINA DE JEREZ S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;9-Abr-2018;1;227.1900;01/03-N/18-01584;1584;1;14386;CENTRO CULTURAL I ESPORTIU XALOC, S.A.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;10-Abr-2018;1;227.1900;01/03-N/18-01856;1856;1;11385;SERGI FRADERA MANILS
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;12-Abr-2018;3;185.2500;01/04-M/18-00265;265;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;12-Abr-2018;2;185.2500;01/04-M/18-00268;268;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;16-Abr-2018;2;185.2500;01/04-M/18-00272;272;18;28786;COMPONENTES INFORMATICOS ASTURIAS S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;16-Abr-2018;2;227.1900;01/03-N/18-01971;1971;1;49617;TELPLAY S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;17-Abr-2018;2;227.1900;01/03-N/18-01987;1987;1;10346;DETEINCO, S.L.U.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;19-Abr-2018;4;218.9300;01/03-N/18-02024;2024;1;10763;MEMORY SOFT, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;20-Abr-2018;2;227.1900;01/03-N/18-02044;2044;1;10966;JOBERS Y ASOCIADOS S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;24-Abr-2018;1;227.1900;01/03-N/18-02086;2086;1;11385;SERGI FRADERA MANILS
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;2-May-2018;5;185.2500;01/04-M/18-00314;314;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;11-May-2018;2;172.0100;01/04-M/18-00335;335;18;57160;DIELTRON ELECTRONICA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;11-May-2018;3;227.1900;01/03-N/18-02426;2426;1;10763;MEMORY SOFT, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;14-May-2018;5;185.2500;01/04-M/18-00346;346;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;16-May-2018;2;227.1900;01/03-N/18-02479;2479;1;10346;DETEINCO, S.L.U.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;23-May-2018;1;227.1900;01/03-N/18-02596;2596;1;57760;JESUS BLAZQUEZ OLAYO
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;24-May-2018;1;185.8500;01/04-M/18-00385;385;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;24-May-2018;5;185.2500;01/04-M/18-00376;376;18;20466;GLOBOMATIK INFORMATICA, SL
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;28-May-2018;4;218.9300;01/03-N/18-02668;2668;1;10763;MEMORY SOFT, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;28-May-2018;3;185.2500;01/04-M/18-00380;380;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;28-May-2018;2;185.8500;01/04-M/18-00386;386;18;57123;KILOVATIO GALICIA
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;4-Jun-2018;1;209.0000;01/03-N/18-02808;2808;1;45187;INFOPID S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;4-Jun-2018;2;185.2500;01/04-M/18-00409;409;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;6-Jun-2018;10;172.0100;01/04-M/18-00420;420;18;57160;DIELTRON ELECTRONICA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;14-Jun-2018;4;211.2500;01/03-N/18-03017;3017;1;10346;DETEINCO, S.L.U.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;14-Jun-2018;5;185.2500;01/04-M/18-00453;453;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;20-Jun-2018;1;224.0700;01/03-N/18-03123;3123;1;10346;DETEINCO, S.L.U.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;21-Jun-2018;2;185.2500;01/04-M/18-00471;471;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;25-Jun-2018;1;224.0700;01/03-N/18-03161;3161;1;52168;KOOBIS SERVICIOS INFORMATICOS S.L
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;29-Jun-2018;1;224.0700;01/03-N/18-03271;3271;1;10449;RECERCA I SERVEIS TECNOLOGICS, S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;2-Jul-2018;2;185.8500;01/04-M/18-00503;503;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;4-Jul-2018;1;182.7000;01/04-M/18-00515;515;18;28786;COMPONENTES INFORMATICOS ASTURIAS S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;4-Jul-2018;3;185.8500;01/04-M/18-00514;514;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;4-Jul-2018;1;224.0700;01/03-N/18-03333;3333;1;46582;EUROELECTRICAS ALTEA, SL
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;4-Jul-2018;1;224.0700;01/03-N/18-03349;3349;1;26024;INFORMATICA INTEGRAL GALEGA S.L.
PH 9210;S.A.I. PHASAK Online 1000 VA LCD ;10-Jul-2018;1;224.0700;01/03-N/18-03442;3442;1;45725;TECNISOFT 2001 S.L.
